"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"20316"	"Music"	"MU 334"	"Primary Applied MU-Percussion"	"034"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20756"	"Music"	"MU 334"	"Primary Applied MU-Percussion"	"035"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"20123"	"Music"	"MU 338"	"Gospel Choir"	"001"	"STU"	"1"	"18:00:00"	"20:00:00"	"T"	"Mason Hall 170"	"Studio"	"Cory Shawn O'Neal"
"20343"	"Music"	"MU 346"	"Flute Choir"	"013"	"STU"	"1"	"16:00:00"	"17:00:00"	"M"	"Mason Hall 170"	"Studio"	"Christopher D Probst"
"20347"	"Music"	"MU 346"	"Flute Choir"	"014"	"STU"	"1"	"14:00:00"	"14:59:00"	"TR"	"Mason Hall 351"	"Studio"	"Casey Winn Thomas"
"20349"	"Music"	"MU 346"	"Flute Choir"	"020"	"STU"	"1"	"16:15:00"	"17:45:00"	"W"	"Mason Hall 320"	"Studio"	"Lawrence C Gillespie"
"20945"	"Music"	"MU 346"	"Flute Choir"	"011"	"STU"	"1"	"18:00:00"	"19:30:00"	"M"	"Mason Hall BR"	"Studio"	"Jeffrey Lee Solomon"
"20957"	"Music"	"MU 346"	"Flute Choir"	"007"	"STU"	"1"	"19:01:00"	"21:00:00"	"W"	"Mason Hall 180"	"Studio"	"Chris D Hosmer"
"20960"	"Music"	"MU 346"	"Flute Choir"	"027"	"STU"	"1"	"15:00:00"	"16:00:00"	"M"	"Mason Hall 180"	"Studio"	"Jeremy Lebron Benson"
"21022"	"Music"	"MU 346"	"Flute Choir"	"025"	"STU"	"1"	"18:00:00"	"20:00:00"	"T"	"Mason Hall 170"	"Studio"	"Cory Shawn O'Neal"
"21050"	"Music"	"MU 346"	"Flute Choir"	"001"	"STU"	"1"	"14:00:00"	"15:00:00"	"T"	"Mason Hall 170"	"Studio"	"Sarah Dunbar"
"21056"	"Music"	"MU 346"	"Flute Choir"	"008"	"STU"	"1"	"15:00:00"	"16:00:00"	"TR"	"Mason Hall 234"	"Studio"	"Mark Andrew Brandon"
"21088"	"Music"	"MU 346"	"Flute Choir"	"005"	"STU"	"1"	"14:46:00"	"15:45:00"	"F"	"Mason Hall 351"	"Studio"	"Eryn Oft"
"21647"	"Music"	"MU 346"	"Flute Choir"	"002"	"STU"	"1"	"10:00:00"	"11:00:00"	"TR"	"Mason Hall"	"Studio"	"Benjamin Weatherford"
"22226"	"Music"	"MU 346"	"Flute Choir"	"010"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"Shellie A. Beeman"
"22938"	"Music"	"MU 346"	"Flute Choir"	"019"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"Jeremy Lee Stovall"
"20129"	"Music"	"MU 348"	"Wind Ensemble"	"001"	"STU"	"1"	"12:30:00"	"13:30:00"	"MWF"	"Mason Hall 351"	"Studio"	"Lawrence C Gillespie"
"20076"	"Music"	"MU 350"	"Advanced Technology"	"001"	"LEC"	"1"	"09:45:00"	"10:45:00"	"TR"	"Mason Hall 140"	"In-Person Instruction"	"James Charles Woodward"
"20078"	"Music"	"MU 360"	"Class Voice I"	"001"	"STU"	"1"	"11:00:00"	"12:00:00"	"TR"	"Mason Hall 351"	"Studio"	"Shellie A. Beeman"
"20131"	"Music"	"MU 362"	"Chamber Singers"	"001"	"STU"	"1"	"12:45:00"	"13:45:00"	"TR"	"Mason Hall 170"	"Studio"	"Eliezer Garanchon Yanson Jr."
"22670"	"Music"	"MU 363"	"Class Voice Pedagogy"	"001"	"LEC"	"1"	"10:00:00"	"11:00:00"	"MWF"	"Mason Hall 260"	"In-Person Instruction"	"Shellie A. Beeman"
"20080"	"Music"	"MU 366"	"Diction II"	"001"	"STU"	"1"	"12:30:00"	"13:29:00"	"MWF"	"Mason Hall 270"	"Studio"	"Kimberly Mullendore Brown"
"20081"	"Music"	"MU 367"	"Diction III"	"001"	"STU"	"1"	"16:01:00"	"18:30:00"	"T"	"Mason Hall 270"	"Studio"	"Shellie A. Beeman"
"20133"	"Music"	"MU 368"	"Percussion Ensemble"	"001"	"STU"	"1"	"08:30:00"	"09:30:00"	"TR"	"Mason Hall 320"	"Studio"	"Matthew Gray Jordan"
"20135"	"Music"	"MU 368"	"Percussion Ensemble"	"002"	"STU"	"1"	"09:45:00"	"10:45:00"	"TR"	"Mason Hall 320"	"Studio"	"Matthew Gray Jordan"
"20083"	"Music"	"MU 378"	"Instrumental Pedagogy Lab"	"001"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"Mark Andrew Brandon"
"20087"	"Music"	"MU 379"	"Vocal Pedagogy Lab"	"001"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"Shellie A. Beeman"
"20088"	"Music"	"MU 380"	"Class Woodwinds"	"001"	"STU"	"1"	"08:45:00"	"09:45:00"	"MWF"	"Mason Hall 160"	"Studio"	"Sarah Dunbar"
"23188"	"Music"	"MU 380"	"Class Woodwinds"	"002"	"STU"	"1"	"09:15:00"	"10:45:00"	"TR"	"Mason Hall 270"	"Studio"	"Sarah Dunbar"
"20089"	"Music"	"MU 381"	"Class Brass"	"001"	"STU"	"1"	"08:45:00"	"09:45:00"	"MWF"	"Mason Hall 351"	"Studio"	"Casey Winn Thomas"
"20090"	"Music"	"MU 384"	"Beginning Band Foundations"	"001"	"LEC"	"1"	"08:45:00"	"09:45:00"	"F"	"Mason Hall 320"	"In-Person Instruction"	"Blair Matthew Callaway"
"21681"	"Music"	"MU 386"	"Jazz Pedagogy"	"001"	"LEC"	"1"	"10:01:00"	"10:59:00"	"TR"	"Mason Hall 170"	"In-Person Instruction"	"Andrew Nevala"
"20341"	"Music"	"MU 388"	"Applied Ensemble"	"013"	"STU"	"1"	"18:00:00"	"19:00:00"	"T"	"Mason Hall 180"	"Studio"	"Christopher D Probst"
"20345"	"Music"	"MU 388"	"Applied Ensemble"	"014"	"STU"	"1"	"14:00:00"	"14:59:00"	"R"	"Mason Hall 351"	"Studio"	"Casey Winn Thomas"
"21019"	"Music"	"MU 388"	"Applied Ensemble"	"020"	"STU"	"1"	"19:00:00"	"21:00:00"	"W"	"Mason Hall BR"	"Studio"	"Lawrence C Gillespie"
"22469"	"Music"	"MU 388"	"Applied Ensemble"	"016"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"Kye Jung Rachel Park"
"22471"	"Music"	"MU 388"	"Applied Ensemble"	"023"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"Wendy Anne Freeland"
"22849"	"Music"	"MU 388"	"Applied Ensemble"	"001"	"STU"	"1"	"14:00:00"	"15:00:00"	"R"	"Mason Hall 170"	"Studio"	"Sarah Dunbar"
"20092"	"Music"	"MU 390"	"Class Strings"	"001"	"STU"	"1"	"15:01:00"	"16:00:00"	"TR"	"Mason Hall 320"	"Studio"	"Diane Kyunghee Chong"
"20093"	"Music"	"MU 391"	"Class Percussion"	"001"	"STU"	"1"	"08:45:00"	"09:45:00"	"MWF"	"Mason Hall 320"	"Studio"	"Brant Blackard"
"20137"	"Music"	"MU 393"	"Chamber Winds"	"001"	"STU"	"1"	"12:30:00"	"13:30:00"	"MWF"	"Mason Hall BR"	"Studio"	"Kenneth Glenn Bodiford"
"20139"	"Music"	"MU 396"	"Chorus (Civic Chorale)"	"001"	"STU"	"1"	"18:30:00"	"20:30:00"	"M"	"Mason Hall 170"	"Studio"	"Eliezer Garanchon Yanson Jr."
"20447"	"Music"	"MU 400"	"Senior Recital"	"001"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20448"	"Music"	"MU 400"	"Senior Recital"	"002"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Benjamin Weatherford"
"20449"	"Music"	"MU 400"	"Senior Recital"	"003"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20450"	"Music"	"MU 400"	"Senior Recital"	"004"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20451"	"Music"	"MU 400"	"Senior Recital"	"005"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Eryn Oft"
"20452"	"Music"	"MU 400"	"Senior Recital"	"006"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20453"	"Music"	"MU 400"	"Senior Recital"	"007"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Chris D Hosmer"
"20454"	"Music"	"MU 400"	"Senior Recital"	"008"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Mark Andrew Brandon"
"20455"	"Music"	"MU 400"	"Senior Recital"	"009"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kimberly Mullendore Brown"
"20456"	"Music"	"MU 400"	"Senior Recital"	"010"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Shellie A. Beeman"
"20457"	"Music"	"MU 400"	"Senior Recital"	"011"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeffrey Lee Solomon"
"20458"	"Music"	"MU 400"	"Senior Recital"	"012"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20459"	"Music"	"MU 400"	"Senior Recital"	"013"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20460"	"Music"	"MU 400"	"Senior Recital"	"014"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20461"	"Music"	"MU 400"	"Senior Recital"	"015"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20462"	"Music"	"MU 400"	"Senior Recital"	"016"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kye Jung Rachel Park"
"20463"	"Music"	"MU 400"	"Senior Recital"	"017"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20464"	"Music"	"MU 400"	"Senior Recital"	"018"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20465"	"Music"	"MU 400"	"Senior Recital"	"019"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20466"	"Music"	"MU 400"	"Senior Recital"	"020"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Lawrence C Gillespie"
"20467"	"Music"	"MU 400"	"Senior Recital"	"021"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20468"	"Music"	"MU 400"	"Senior Recital"	"022"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Joel Raymond Clevenger"
"20469"	"Music"	"MU 400"	"Senior Recital"	"023"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Wendy Anne Freeland"
"20470"	"Music"	"MU 400"	"Senior Recital"	"024"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20472"	"Music"	"MU 400"	"Senior Recital"	"025"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20473"	"Music"	"MU 400"	"Senior Recital"	"026"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Diane Kyunghee Chong"
"20474"	"Music"	"MU 400"	"Senior Recital"	"027"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20475"	"Music"	"MU 400"	"Senior Recital"	"028"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20476"	"Music"	"MU 400"	"Senior Recital"	"029"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20477"	"Music"	"MU 400"	"Senior Recital"	"030"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Chris M Enghauser"
"20478"	"Music"	"MU 400"	"Senior Recital"	"031"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20479"	"Music"	"MU 400"	"Senior Recital"	"032"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher B Whitfield"
"20480"	"Music"	"MU 400"	"Senior Recital"	"033"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jason Jonathan Casanova"
"20481"	"Music"	"MU 400"	"Senior Recital"	"034"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20762"	"Music"	"MU 400"	"Senior Recital"	"035"	"STU"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"22765"	"Music"	"MU 402"	"Advanced Improvisation"	"001"	"LEC"	"1"	"15:01:00"	"16:00:00"	"TR"	"Mason Hall 160"	"In-Person Instruction"	"TBA"
"20141"	"Music"	"MU 406"	"Steel Band"	"001"	"STU"	"1"	"15:15:00"	"16:15:00"	"TR"	"Mason Hall 213"	"Studio"	"Matthew Gray Jordan"
"20143"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"001"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20145"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"002"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20147"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"003"	"STU"	"1"	"10:00:00"	"11:00:00"	"M"	"Mason Hall 107"	"Studio"	"Chris M Enghauser"
"20149"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"004"	"STU"	"1"	"11:15:00"	"12:15:00"	"M"	"Mason Hall 107"	"Studio"	"Andrew Nevala"
"20152"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"005"	"STU"	"1"	"12:30:00"	"13:30:00"	"M"	"Mason Hall 107"	"Studio"	"Chris M Enghauser"
"20155"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"006"	"STU"	"1"	"14:00:00"	"15:00:00"	"T"	"Mason Hall"	"Studio"	"Emrah Kotan"
"22847"	"Music"	"MU 407"	"Jazz Combo (Vocal)"	"007"	"STU"	"1"	"14:00:00"	"15:00:00"	"TR"	"Mason Hall 270"	"Studio"	"Shellie A. Beeman"
"20094"	"Music"	"MU 412"	"Music History & Literature"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Mason Hall 180"	"Hybrid (mostly on-campus)"	"Eryn Oft"
"20157"	"Music"	"MU 418"	"A Cappella Choir"	"001"	"STU"	"1"	"15:00:00"	"16:00:00"	"MWF"	"TBA"	"Studio"	"Eliezer Garanchon Yanson Jr."
"20095"	"Music"	"MU 421"	"Individual Study in Music Composition"	"001"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"James Charles Woodward"
"20096"	"Music"	"MU 422"	"Individual Study in Music Composition II"	"001"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"James Charles Woodward"
"20097"	"Music"	"MU 423"	"Individual Study/Project"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"James Charles Woodward"
"22672"	"Music"	"MU 426"	"Instrumental Performance and Literature"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Mason Hall 270"	"In-Person Instruction"	"Jeremy Lebron Benson"
"20098"	"Music"	"MU 440"	"Band Literature for Teachers"	"001"	"LEC"	"1"	"15:01:00"	"16:30:00"	"R"	"Mason Hall 270"	"In-Person Instruction"	"Blair Matthew Callaway"
"20099"	"Music"	"MU 443"	"Instrumental Conducting"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Mason Hall 351"	"In-Person Instruction"	"Kenneth Glenn Bodiford"
"22673"	"Music"	"MU 448"	"Piano Literature II"	"001"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"In-Person Instruction"	"Wendy Anne Freeland"
"20160"	"Music"	"MU 450"	"Symphonic Band"	"001"	"STU"	"1"	"16:15:00"	"17:45:00"	"TR"	"Mason Hall 320"	"Studio"	"Jeremy Lee Stovall"
"22767"	"Music"	"MU 452"	"Lyric Theatre Workshop"	"001"	"STU"	"1"	"17:00:00"	"20:30:00"	"MTF"	"Mason Hall 351"	"Studio"	"Shellie A. Beeman, Emily L Duncan"
"20101"	"Music"	"MU 471"	"Elem Music Materials & Methods"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MW"	"Mason Hall 180"	"In-Person Instruction"	"Sarah E Burns"
"22855"	"Music"	"MU 472"	"Elementary Music Education Practicum"	"001"	"SB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Site-Based"	"Sarah E Burns"
"20166"	"Music"	"MU 479"	"Jazz Ensemble"	"001"	"STU"	"1"	"15:00:00"	"16:00:00"	"MWF"	"Mason Hall 320"	"Studio"	"Andrew Nevala"
"20168"	"Music"	"MU 479"	"Jazz Ensemble"	"002"	"STU"	"1"	"15:00:00"	"16:00:00"	"MW"	"Mason Hall 351"	"Studio"	"Blair Matthew Callaway"
"20170"	"Music"	"MU 479"	"Jazz Ensemble"	"003"	"STU"	"1"	"11:00:00"	"12:00:00"	"TR"	"Mason Hall 320"	"Studio"	"Emrah Kotan"
"20172"	"Music"	"MU 479"	"Jazz Ensemble"	"004"	"STU"	"1"	"13:45:00"	"14:45:00"	"MW"	"Mason Hall 320"	"Studio"	"Christopher D Probst"
"20174"	"Music"	"MU 479"	"Jazz Ensemble"	"005"	"STU"	"1"	"13:45:00"	"14:45:00"	"MW"	"Mason Hall 351"	"Studio"	"Andrew Nevala"
"20103"	"Music"	"MU 487"	"Internship in Grades P-12"	"001"	"SB"	"9"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Blair Matthew Callaway"
"20104"	"Music"	"MU 487"	"Internship in Grades P-12"	"002"	"SB"	"9"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Sarah E Burns"
"20106"	"Music"	"MU 489"	"Capstone in Music Education"	"001"	"LEC"	"3"	"16:01:00"	"19:00:00"	"M"	"Mason Hall 180"	"In-Person Instruction"	"Blair Matthew Callaway, Sarah E Burns"
"20176"	"Music"	"MU 495"	"Show Choir"	"001"	"STU"	"1"	"11:15:00"	"12:15:00"	"MW"	"Mason Hall 320"	"Studio"	"Victoria Parris Stigile, Alison Blake Woodward"
"22533"	"Music"	"MU 499"	"Independent Study in Music"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"Shellie A. Beeman"
"22674"	"Music"	"MU 508"	"Music Literature: Contemporary Era"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Mason Hall"	"Online (asynchronous)"	"Wendy Anne Freeland"
"20109"	"Music"	"MU 509"	"Seminar in Choral Music"	"001"	"BL1"	"3"	"16:15:00"	"19:15:00"	"R"	"Mason Hall 160"	"Hybrid (mostly on-campus)"	"Eliezer Garanchon Yanson Jr."
"20110"	"Music"	"MU 519"	"Advanced Conducting"	"001"	"BL1"	"3"	"16:30:00"	"19:30:00"	"M"	"Mason Hall 160"	"Hybrid (mostly on-campus)"	"Jeremy Lee Stovall"
"22675"	"Music"	"MU 521"	"Music Theory: Style Analysis"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Mason Hall"	"Online (asynchronous)"	"Connor James Davis"
"22937"	"Music"	"MU 530"	"Vocal Pedagogy"	"001"	"ONL"	"2"	"00:00:00"	"00:00:00"	""	"Mason Hall"	"Online (asynchronous)"	"Shellie A. Beeman"
"20482"	"Music"	"MU 534"	"Individual Applied Music"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20483"	"Music"	"MU 534"	"Individual Applied Music"	"004"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20484"	"Music"	"MU 534"	"Individual Applied Music"	"009"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"Mason Hall"	"Studio"	"TBA"
"20485"	"Music"	"MU 534"	"Individual Applied Music"	"010"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Shellie A. Beeman"
"20486"	"Music"	"MU 534"	"Individual Applied Music"	"013"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20487"	"Music"	"MU 534"	"Individual Applied Music"	"014"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20488"	"Music"	"MU 534"	"Individual Applied Music"	"015"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20489"	"Music"	"MU 534"	"Individual Applied Music"	"016"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kye Jung Rachel Park"
"20490"	"Music"	"MU 534"	"Individual Applied Music"	"017"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20491"	"Music"	"MU 534"	"Individual Applied Music"	"023"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Wendy Anne Freeland"
"20549"	"Music"	"MU 534"	"Individual Applied Music"	"027"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20551"	"Music"	"MU 534"	"Individual Applied Music"	"034"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20757"	"Music"	"MU 534"	"Individual Applied Music"	"035"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"20554"	"Music"	"MU 535"	"Individual Applied Music"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20556"	"Music"	"MU 535"	"Individual Applied Music"	"004"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20557"	"Music"	"MU 535"	"Individual Applied Music"	"009"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20559"	"Music"	"MU 535"	"Individual Applied Music"	"010"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Shellie A. Beeman"
"20560"	"Music"	"MU 535"	"Individual Applied Music"	"013"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20561"	"Music"	"MU 535"	"Individual Applied Music"	"014"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20562"	"Music"	"MU 535"	"Individual Applied Music"	"015"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20564"	"Music"	"MU 535"	"Individual Applied Music"	"016"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kye Jung Rachel Park"
"20565"	"Music"	"MU 535"	"Individual Applied Music"	"017"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20566"	"Music"	"MU 535"	"Individual Applied Music"	"023"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Wendy Anne Freeland"
"20567"	"Music"	"MU 535"	"Individual Applied Music"	"027"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20758"	"Music"	"MU 535"	"Individual Applied Music"	"035"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"20569"	"Music"	"MU 536"	"Individual Applied Music"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20570"	"Music"	"MU 536"	"Individual Applied Music"	"004"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20571"	"Music"	"MU 536"	"Individual Applied Music"	"009"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20572"	"Music"	"MU 536"	"Individual Applied Music"	"010"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Shellie A. Beeman"
"20573"	"Music"	"MU 536"	"Individual Applied Music"	"013"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20574"	"Music"	"MU 536"	"Individual Applied Music"	"014"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20575"	"Music"	"MU 536"	"Individual Applied Music"	"015"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20576"	"Music"	"MU 536"	"Individual Applied Music"	"016"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kye Jung Rachel Park"
"20577"	"Music"	"MU 536"	"Individual Applied Music"	"017"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20578"	"Music"	"MU 536"	"Individual Applied Music"	"023"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Wendy Anne Freeland"
"20579"	"Music"	"MU 536"	"Individual Applied Music"	"027"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20580"	"Music"	"MU 536"	"Individual Applied Music"	"034"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20759"	"Music"	"MU 536"	"Individual Applied Music"	"035"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"20581"	"Music"	"MU 537"	"Individual Applied Music"	"001"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20582"	"Music"	"MU 537"	"Individual Applied Music"	"004"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
"20583"	"Music"	"MU 537"	"Individual Applied Music"	"009"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"TBA"
